Timestamp,/DriverStation/AllianceStation,/DriverStation/Autonomous,/DriverStation/DSAttached,/DriverStation/EmergencyStop,/DriverStation/Enabled,/DriverStation/EventName,/DriverStation/FMSAttached,/DriverStation/GameSpecificMessage,/DriverStation/Joystick0/AxisTypes,/DriverStation/Joystick0/AxisValues,/DriverStation/Joystick0/ButtonCount,/DriverStation/Joystick0/ButtonValues,/DriverStation/Joystick0/Name,/DriverStation/Joystick0/POVs,/DriverStation/Joystick0/Type,/DriverStation/Joystick0/Xbox,/DriverStation/Joystick1/AxisTypes,/DriverStation/Joystick1/AxisValues,/DriverStation/Joystick1/ButtonCount,/DriverStation/Joystick1/ButtonValues,/DriverStation/Joystick1/Name,/DriverStation/Joystick1/POVs,/DriverStation/Joystick1/Type,/DriverStation/Joystick1/Xbox,/DriverStation/Joystick2/AxisTypes,/DriverStation/Joystick2/AxisValues,/DriverStation/Joystick2/ButtonCount,/DriverStation/Joystick2/ButtonValues,/DriverStation/Joystick2/Name,/DriverStation/Joystick2/POVs,/DriverStation/Joystick2/Type,/DriverStation/Joystick2/Xbox,/DriverStation/Joystick3/AxisTypes,/DriverStation/Joystick3/AxisValues,/DriverStation/Joystick3/ButtonCount,/DriverStation/Joystick3/ButtonValues,/DriverStation/Joystick3/Name,/DriverStation/Joystick3/POVs,/DriverStation/Joystick3/Type,/DriverStation/Joystick3/Xbox,/DriverStation/Joystick4/AxisTypes,/DriverStation/Joystick4/AxisValues,/DriverStation/Joystick4/ButtonCount,/DriverStation/Joystick4/ButtonValues,/DriverStation/Joystick4/Name,/DriverStation/Joystick4/POVs,/DriverStation/Joystick4/Type,/DriverStation/Joystick4/Xbox,/DriverStation/Joystick5/AxisTypes,/DriverStation/Joystick5/AxisValues,/DriverStation/Joystick5/ButtonCount,/DriverStation/Joystick5/ButtonValues,/DriverStation/Joystick5/Name,/DriverStation/Joystick5/POVs,/DriverStation/Joystick5/Type,/DriverStation/Joystick5/Xbox,/DriverStation/MatchNumber,/DriverStation/MatchTime,/DriverStation/MatchType,/DriverStation/ReplayNumber,/DriverStation/Test,/PowerDistribution/ChannelCount,/PowerDistribution/ChannelCurrent,/PowerDistribution/Faults,/PowerDistribution/StickyFaults,/PowerDistribution/Temperature,/PowerDistribution/TotalCurrent,/PowerDistribution/TotalEnergy,/PowerDistribution/TotalPower,/PowerDistribution/Voltage,/RealMetadata/ChargedUp,/RealOutputs/Console,/RealOutputs/LoggedRobot/FullCycleMS,/RealOutputs/LoggedRobot/LogPeriodicMS,/RealOutputs/LoggedRobot/UserCodeMS,/RealOutputs/Logger/ConduitPeriodicMS,/RealOutputs/Logger/ConsolePeriodicMS,/RealOutputs/Logger/QueuedCycles,/RealOutputs/Logger/SavePeriodicMS,/RealOutputs/odometry,/SystemStats/3v3Rail/Active,/SystemStats/3v3Rail/Current,/SystemStats/3v3Rail/CurrentFaults,/SystemStats/3v3Rail/Voltage,/SystemStats/5vRail/Active,/SystemStats/5vRail/Current,/SystemStats/5vRail/CurrentFaults,/SystemStats/5vRail/Voltage,/SystemStats/6vRail/Active,/SystemStats/6vRail/Current,/SystemStats/6vRail/CurrentFaults,/SystemStats/6vRail/Voltage,/SystemStats/BatteryCurrent,/SystemStats/BatteryVoltage,/SystemStats/BrownedOut,/SystemStats/CANBus/OffCount,/SystemStats/CANBus/ReceiveErrorCount,/SystemStats/CANBus/TransmitErrorCount,/SystemStats/CANBus/TxFullCount,/SystemStats/CANBus/Utilization,/SystemStats/EpochTimeMicros,/SystemStats/SystemActive,/Timestamp
9.470454,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.082,1.738,7.344,0.191,0.142,0,1.451,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1877890625000003,true,0.061349609375,0,4.91263671875,true,0.03312548828125,0,5.899713134765625,0.32842187500000003,12.29720751953125,false,0,0,0,0,0.267302542924881,1679853177838869,false,9470454
9.489581,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",16.068,3.209,12.859,0.133,0.166,0,2.964,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0018554687499999995,0,3.1877890625000003,true,0.05452734375,0,4.914092285156251,true,0.030407714843749996,0,5.906567626953125,0.311779296875,12.290925048828125,false,0,0,0,0,0.37391212582588196,1679853177857944,false,9489581
9.509575,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",10.256,2.362,7.894,0.182,0.16,0,2.079,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1865922851562503,true,0.06086230468749999,0,4.914092285156251,true,0.031766601562499996,0,5.9014267578125,0.32842187500000003,12.29720751953125,false,0,0,0,0,0.29962584376335144,1679853177877988,false,9509575
9.529587,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.423,1.884,7.539,0.189,0.225,0,1.592,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1877890625000003,true,0.0657353515625,0,4.9170034179687505,true,0.030407714843749996,0,5.9014267578125,0.31593994140625004,12.290925048828125,false,0,0,0,0,0.2643517255783081,1679853177898004,false,9529587
9.549574,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",7.724,1.565,6.159,0.127,0.144,0,1.336,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1889858398437503,true,0.06232421874999999,0,4.91263671875,true,0.029048828124999995,0,5.903140380859375,0.31593994140625004,12.290925048828125,false,0,0,0,0,0.3013547360897064,1679853177917934,false,9549574
9.570392,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.148,1.853,7.295,0.129,0.139,0,1.629,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1877890625000003,true,0.055501953124999996,0,4.91118115234375,true,0.03312548828125,0,5.89799951171875,0.311779296875,12.29720751953125,false,0,0,0,0,0.2541428506374359,1679853177938753,false,9570392
9.589583,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",8.911,2.968,5.943,0.128,0.147,0,2.736,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0018554687499999995,0,3.1877890625000003,true,0.055501953124999996,0,4.914092285156251,true,0.030407714843749996,0,5.899713134765625,0.311779296875,12.284642578125,false,0,0,0,0,0.2906201183795929,1679853177957943,false,9589583
9.609581,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",8.94,1.77,7.17,0.126,0.136,0,1.545,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1889858398437503,true,0.055014648437499994,0,4.914092285156251,true,0.034484375,0,5.903140380859375,0.31593994140625004,12.29720751953125,false,0,0,0,0,0.2789197266101837,1679853177977939,false,9609581
9.629587,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",21.42,2.893,18.527,0.203,0.142,0,2.588,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1877890625000003,true,0.058425781249999996,0,4.914092285156251,true,0.031766601562499996,0,5.9014267578125,0.32842187500000003,12.29720751953125,false,0,0,0,0,0.2390064001083374,1679853177998018,false,9629587
9.651624,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.271,1.722,7.549,0.141,0.146,0,1.489,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1865922851562503,true,0.061349609375,0,4.91263671875,true,0.030407714843749996,0,5.899713134765625,0.33258251953125,12.290925048828125,false,0,0,0,0,0.2667789161205292,1679853178019996,false,9651624
9.671766,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",8.179,1.626,6.553,0.128,0.148,0,1.396,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1841987304687502,true,0.0628115234375,0,4.91118115234375,true,0.031766601562499996,0,5.90485400390625,0.311779296875,12.29720751953125,false,0,0,0,0,0.3969397246837616,1679853178040126,false,9671766
9.691814,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",14.875,3.239,11.636,1.396,0.148,0,1.731,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1865922851562503,true,0.056476562499999994,0,4.9170034179687505,true,0.03584326171875,0,5.899713134765625,0.32426123046875005,12.29720751953125,false,0,0,0,0,0.3874267041683197,1679853178061440,false,9691814
9.711753,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",8.512,1.628,6.884,0.126,0.142,0,1.408,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1877890625000003,true,0.0628115234375,0,4.91118115234375,true,0.031766601562499996,0,5.899713134765625,0.311779296875,12.284642578125,false,0,0,0,0,0.24505971372127533,1679853178080113,false,9711753
9.731766,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.723,2.094,7.629,0.131,0.143,0,1.861,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0030693359375,0,3.1853955078125002,true,0.0559892578125,0,4.91263671875,true,0.031766601562499996,0,5.903140380859375,0.30761865234375,12.290925048828125,false,0,0,0,0,0.3277214467525482,1679853178100130,false,9731766
9.751766,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",8.406,1.49,6.916,0.134,0.136,0,1.253,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1853955078125002,true,0.056963867187499996,0,4.9170034179687505,true,0.03312548828125,0,5.90485400390625,0.311779296875,12.29720751953125,false,0,0,0,0,0.3195180594921112,1679853178120132,false,9751766
9.771769,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.281,1.817,7.464,0.198,0.141,0,1.515,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.00367626953125,0,3.1877890625000003,true,0.06817187499999999,0,4.914092285156251,true,0.0372021484375,0,5.903140380859375,0.30761865234375,12.284642578125,false,0,0,0,0,0.23515048623085022,1679853178140200,false,9771769
9.791763,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.359375,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.944,2.853,7.091,1.244,0.164,0,1.322,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1865922851562503,true,0.057938476562499994,0,4.91263671875,true,0.030407714843749996,0,5.9014267578125,0.31593994140625004,12.29720751953125,false,0,0,0,0,0.2719148099422455,1679853178161234,false,9791763
9.811819,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.274,1.703,7.571,0.135,0.14,0,1.454,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1853955078125002,true,0.0647607421875,0,4.915547851562501,true,0.03312548828125,0,5.9014267578125,0.3201005859375,12.29720751953125,false,0,0,0,0,0.29426974058151245,1679853178180189,false,9811819
9.83176,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",9.681,1.567,8.114,0.127,0.161,0,1.339,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.0024624023437499996,0,3.1877890625000003,true,0.056963867187499996,0,4.915547851562501,true,0.030407714843749996,0,5.903140380859375,0.31593994140625004,12.290925048828125,false,0,0,0,0,0.23764918744564056,1679853178200121,false,9831760
9.851758,0,true,true,false,false,"",false,"",[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,[],[],0,0,"",[],0,false,0,-1,0,0,false,24,[0;0;0;0;5e-324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0],0,536870911,-2.818534074941855e-99,0,9.910920905e-314,-2.3955389835803455e-98,12.3671875,"Robbinsville","Arm.periodic(): 0.023709s\n\tbuttons.run(): 0.000248s\n\tClaw.periodic(): 0.000037s\n\nWarning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:70): \tSmartDashboard.updateValues(): 0.000509s\n\trobotPeriodic(): 0.034705s\n\tLiveWindow.updateValues(): 0.000018s\n\tShuffleboard.update(): 0.000026s\n\tdisabledPeriodic(): 0.000685s",10.898,1.84,9.058,0.126,0.167,0,1.442,[-0.00021484324760303098;0;-0.00018749956154446345],true,0.00367626953125,0,3.1865922851562503,true,0.0559892578125,0,4.915547851562501,true,0.03312548828125,0,5.903140380859375,0.311779296875,12.29720751953125,false,0,0,0,0,0.3003300428390503,1679853178220118,false,9851758
